cbsa_fips,cbsa,cbsa_type,city,city_fips
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Deerfield Beach,1216725
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Delray Beach,1217100
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Fort Lauderdale,1224000
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Jupiter,1235875
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Kendall,1236100
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Miami,1245000
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Miami Beach,1245025
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Pompano Beach,1258050
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,West Palm Beach,1276600
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,La Porte,1842246
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,Michigan City,1848798
33180,"Middlesborough, KY",Micropolitan Statistical Area,Middlesborough,2151924
33220,"Midland, MI",Metropolitan Statistical Area,Midland,2653780
33260,"Midland, TX",Metropolitan Statistical Area,Midland,4848072
33300,"Milledgeville, GA",Micropolitan Statistical Area,Milledgeville,1351492
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Milwaukee,5553000
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Waukesha,5584250
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,West Allis,5585300
33420,"Mineral Wells, TX",Micropolitan Statistical Area,Mineral Wells,4848684
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Bloomington,2706616
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Eagan,2717288
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Eden Prairie,2718116
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Minneapolis,2743000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Plymouth,2751730
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,St. Paul,2758000
33500,"Minot, ND",Micropolitan Statistical Area,Minot,3853380
33540,"Missoula, MT",Metropolitan Statistical Area,Missoula,3050200
33580,"Mitchell, SD",Micropolitan Statistical Area,Mitchell,4643100
33620,"Moberly, MO",Micropolitan Statistical Area,Moberly,2949034
33660,"Mobile, AL",Metropolitan Statistical Area,Mobile,150000
33700,"Modesto, CA",Metropolitan Statistical Area,Modesto,648354
33740,"Monroe, LA",Metropolitan Statistical Area,Monroe,2251410
33780,"Monroe, MI",Metropolitan Statistical Area,Monroe,2655020
33860,"Montgomery, AL",Metropolitan Statistical Area,Montgomery,151000
33940,"Montrose, CO",Micropolitan Statistical Area,Montrose,851745
33980,"Morehead City, NC",Micropolitan Statistical Area,Morehead City,3744320
34020,"Morgan City, LA",Micropolitan Statistical Area,Morgan City,2252040
34060,"Morgantown, WV",Metropolitan Statistical Area,Morgantown,5455756
34100,"Morristown, TN",Metropolitan Statistical Area,Morristown,4750280
34140,"Moscow, ID",Micropolitan Statistical Area,Moscow,1654550
34180,"Moses Lake, WA",Micropolitan Statistical Area,Moses Lake,5347245
34220,"Moultrie, GA",Micropolitan Statistical Area,Moultrie,1353060
34260,"Mountain Home, AR",Micropolitan Statistical Area,Mountain Home,547390
34300,"Mountain Home, ID",Micropolitan Statistical Area,Mountain Home,1654730
34340,"Mount Airy, NC",Micropolitan Statistical Area,Mount Airy,3744800
34380,"Mount Pleasant, MI",Micropolitan Statistical Area,Mount Pleasant,2656020
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Mount Pleasant,4849800
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Mount Sterling,2154084
34500,"Mount Vernon, IL",Micropolitan Statistical Area,Mount Vernon,1751180
34540,"Mount Vernon, OH",Micropolitan Statistical Area,Mount Vernon,3953102
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Anacortes,5301990
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Mount Vernon,5347560
34620,"Muncie, IN",Metropolitan Statistical Area,Muncie,1851876
34660,"Murray, KY",Micropolitan Statistical Area,Murray,2154642
34700,"Muscatine, IA",Micropolitan Statistical Area,Muscatine,1955110
34740,"Muskegon, MI",Metropolitan Statistical Area,Muskegon,2656320
34780,"Muskogee, OK",Micropolitan Statistical Area,Muskogee,4050050
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Conway,4516405
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Myrtle Beach,4549075
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,North Myrtle Beach,4551280
34860,"Nacogdoches, TX",Micropolitan Statistical Area,Nacogdoches,4850256
34900,"Napa, CA",Metropolitan Statistical Area,Napa,650258
34940,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,Immokalee,1233250
34940,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,Marco Island,﻿1243075
34940,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,Naples,1247625
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Franklin,4727740
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Murfreesboro,4751560
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Nashville-Davidson metropolitan government (balance),4752006
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Natchez,2850440
35060,"Natchitoches, LA",Micropolitan Statistical Area,Natchitoches,2253545
35100,"New Bern, NC",Metropolitan Statistical Area,New Bern,3746340
35140,"Newberry, SC",Micropolitan Statistical Area,Newberry,4549570
35220,"New Castle, IN",Micropolitan Statistical Area,New Castle,1852740
35260,"New Castle, PA",Micropolitan Statistical Area,New Castle,4253368
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,Milford city (balance),947515
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,New Haven,952000
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Metairie,2250115
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,New Orleans,2255000
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Dover,3922456
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,New Philadelphia,3955216
35440,"Newport, OR",Micropolitan Statistical Area,Newport,4152450
35460,"Newport, TN",Micropolitan Statistical Area,Newport,4753000
35500,"Newton, IA",Micropolitan Statistical Area,Newton,1956505
35580,"New Ulm, MN",Micropolitan Statistical Area,New Ulm,2746042
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Jersey City,3436000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Lakewood,3438580
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Newark,3451000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Brunswick,3451210
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York,3651000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,White Plains,3681677
35660,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,Benton Harbor,2607520
35660,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,Niles,2657760
35700,"Nogales, AZ",Micropolitan Statistical Area,Nogales,449640
35740,"Norfolk, NE",Micropolitan Statistical Area,Norfolk,3134615
35820,"North Platte, NE",Micropolitan Statistical Area,North Platte,3135000
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Bradenton,1207950
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,North Port,1249675
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Sarasota,1264175
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Venice,1273900
35860,"North Vernon, IN",Micropolitan Statistical Area,North Vernon,1855116
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,North Wilkesboro,3747880
35940,"Norwalk, OH",Micropolitan Statistical Area,Norwalk,3957302
35980,"Norwich-New London, CT",Metropolitan Statistical Area,New London,952280
35980,"Norwich-New London, CT",Metropolitan Statistical Area,Norwich,956200
36020,"Oak Harbor, WA",Micropolitan Statistical Area,Oak Harbor,5350360
36100,"Ocala, FL",Metropolitan Statistical Area,Ocala,1250750
36140,"Ocean City, NJ",Metropolitan Statistical Area,Ocean City,3454360
36220,"Odessa, TX",Metropolitan Statistical Area,Odessa,4853388
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Clearfield,4913850
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Ogden,4955980
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Massena,3646019
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,Ogdensburg,3654485
36340,"Oil City, PA",Micropolitan Statistical Area,Oil City,4256456
36380,"Okeechobee, FL",Micropolitan Statistical Area,Okeechobee,1251200
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma City,4055000
36460,"Olean, NY",Micropolitan Statistical Area,Olean,3654716
36500,"Olympia-Tumwater, WA",Metropolitan Statistical Area,Olympia,5351300
36500,"Olympia-Tumwater, WA",Metropolitan Statistical Area,Tumwater,5372905
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Council Bluffs,1916860
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Omaha,3137000
36580,"Oneonta, NY",Micropolitan Statistical Area,Oneonta,3654881
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Ontario,4154900
36660,"Opelousas, LA",Micropolitan Statistical Area,Opelousas,2258045
36700,"Orangeburg, SC",Micropolitan Statistical Area,Orangeburg,4553080
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Kissimmee,1236950
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Orlando,1253000
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Sanford,1263650
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Neenah,5555750
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Oshkosh,5560500
36820,"Oskaloosa, IA",Micropolitan Statistical Area,Oskaloosa,1959925
36830,"Othello, WA",Micropolitan Statistical Area,Othello,5352215
36840,"Ottawa, KS",Micropolitan Statistical Area,Ottawa,2053550
36860,"Ottawa-Peru, IL",Micropolitan Statistical Area,Ottawa,1756926
36860,"Ottawa-Peru, IL",Micropolitan Statistical Area,Peru,1759234
36900,"Ottumwa, IA",Micropolitan Statistical Area,Ottumwa,1960465
36940,"Owatonna, MN",Micropolitan Statistical Area,Owatonna,2749300
36980,"Owensboro, KY",Metropolitan Statistical Area,Owensboro,2158620
37020,"Owosso, MI",Micropolitan Statistical Area,Owosso,2661940
37060,"Oxford, MS",Micropolitan Statistical Area,Oxford,2854840
37080,"Oxford, NC",Micropolitan Statistical Area,Oxford,3749800
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Camarillo,610046
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Oxnard,654652
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,San Buenaventura (Ventura),665042
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Thousand Oaks,678582
37120,"Ozark, AL",Micropolitan Statistical Area,Ozark,157648
37140,"Paducah, KY-IL",Micropolitan Statistical Area,Paducah,2158836
37220,"Pahrump, NV",Micropolitan Statistical Area,Pahrump,3253800
37260,"Palatka, FL",Micropolitan Statistical Area,Palatka,1253875
37300,"Palestine, TX",Micropolitan Statistical Area,Palestine,4854708
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Melbourne,1243975
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Palm Bay,1254000
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Titusville,1271900
37420,"Pampa, TX",Micropolitan Statistical Area,Pampa,4854912
37460,"Panama City, FL",Metropolitan Statistical Area,Panama City,1254700
37500,"Paragould, AR",Micropolitan Statistical Area,Paragould,553390
37540,"Paris, TN",Micropolitan Statistical Area,Paris,4756720
37580,"Paris, TX",Micropolitan Statistical Area,Paris,4855080
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Parkersburg,5462140
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Vienna,5483500
37660,"Parsons, KS",Micropolitan Statistical Area,Parsons,2054675
37740,"Payson, AZ",Micropolitan Statistical Area,Payson,453700
37780,"Pecos, TX",Micropolitan Statistical Area,Pecos,4856516
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Brent,1208300
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Ferry Pass,1222275
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Pensacola,1255925
37900,"Peoria, IL",Metropolitan Statistical Area,Peoria,1759000
37940,"Peru, IN",Micropolitan Statistical Area,Peru,1859328
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Wilmington,1077580
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Camden,3410000
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Philadelphia,4260000
38060,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan Statistical Area,Mesa,446000
38060,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan Statistical Area,Phoenix,455000
38060,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan Statistical Area,Scottsdale,465000
38060,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan Statistical Area,Tempe,473000
38100,"Picayune, MS",Micropolitan Statistical Area,Picayune,2857160
38180,"Pierre, SD",Micropolitan Statistical Area,Pierre,4649600
38220,"Pine Bluff, AR",Metropolitan Statistical Area,Pine Bluff,555310
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Pinehurst,3751940
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Southern Pines,3763120
38260,"Pittsburg, KS",Micropolitan Statistical Area,Pittsburg,2056025
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pittsburgh,4261000
38340,"Pittsfield, MA",Metropolitan Statistical Area,Pittsfield,2553960
38380,"Plainview, TX",Micropolitan Statistical Area,Plainview,4857980
38420,"Platteville, WI",Micropolitan Statistical Area,Platteville,5563250
38460,"Plattsburgh, NY",Micropolitan Statistical Area,Plattsburgh,3658574
38500,"Plymouth, IN",Micropolitan Statistical Area,Plymouth,1860822
38540,"Pocatello, ID",Metropolitan Statistical Area,Pocatello,1664090
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Point Pleasant,5464708
38620,"Ponca City, OK",Micropolitan Statistical Area,Ponca City,4059850
38660,"Ponce, PR",Metropolitan Statistical Area,Ponce,7263820
38700,"Pontiac, IL",Micropolitan Statistical Area,Pontiac,1761015
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Poplar Bluff,2959096
38780,"Portales, NM",Micropolitan Statistical Area,Portales,3559260
38820,"Port Angeles, WA",Micropolitan Statistical Area,Port Angeles,5355365
38840,"Port Clinton, OH",Micropolitan Statistical Area,Port Clinton,3964150
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Portland,2360545
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,South Portland,2371990
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Beaverton,4105350
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Hillsboro,4134100
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Portland,4159000
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Vancouver,5374060
38920,"Port Lavaca, TX",Micropolitan Statistical Area,Port Lavaca,4858916
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Port St. Lucie,1258715
39020,"Portsmouth, OH",Micropolitan Statistical Area,Portsmouth,3964304
39060,"Pottsville, PA",Micropolitan Statistical Area,Pottsville,4262432
39140,"Prescott, AZ",Metropolitan Statistical Area,Prescott,457380
39220,"Price, UT",Micropolitan Statistical Area,Price,4962030
39260,"Prineville, OR",Micropolitan Statistical Area,Prineville,4159850
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Providence,4459000
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Warwick,4474300
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Orem,4957300
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Provo,4962470
39380,"Pueblo, CO",Metropolitan Statistical Area,Pueblo,862000
39420,"Pullman, WA",Micropolitan Statistical Area,Pullman,5356625
39460,"Punta Gorda, FL",Metropolitan Statistical Area,Punta Gorda,1259200
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Quincy,1762367
39540,"Racine, WI",Metropolitan Statistical Area,Racine,5566000
39580,"Raleigh, NC",Metropolitan Statistical Area,Raleigh,3755000
39660,"Rapid City, SD",Metropolitan Statistical Area,Rapid City,4652980
39700,"Raymondville, TX",Micropolitan Statistical Area,Raymondville,4860836
39740,"Reading, PA",Metropolitan Statistical Area,Reading,4263624
39780,"Red Bluff, CA",Micropolitan Statistical Area,Red Bluff,659892
39820,"Redding, CA",Metropolitan Statistical Area,Redding,659920
39860,"Red Wing, MN",Micropolitan Statistical Area,Red Wing,2753620
39900,"Reno, NV",Metropolitan Statistical Area,Reno,3260600
39940,"Rexburg, ID",Micropolitan Statistical Area,Rexburg,1667420
39980,"Richmond, IN",Micropolitan Statistical Area,Richmond,1864260
40060,"Richmond, VA",Metropolitan Statistical Area,Richmond,5167000
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Berea,2105842
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Richmond,2165226
40100,"Rio Grande City, TX",Micropolitan Statistical Area,Rio Grande City,4862168
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Chino,613210
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Corona,616350
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Ontario,653896
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Redlands,659962
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Riverside,662000
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,San Bernardino,665000
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Temecula,678120
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Victorville,682590
40180,"Riverton, WY",Micropolitan Statistical Area,Riverton,5666220
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke,5168000
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Roanoke Rapids,3756900
40300,"Rochelle, IL",Micropolitan Statistical Area,Rochelle,1764746
40340,"Rochester, MN",Metropolitan Statistical Area,Rochester,2754880
40380,"Rochester, NY",Metropolitan Statistical Area,Rochester,3663000
40420,"Rockford, IL",Metropolitan Statistical Area,Rockford,1765000
40460,"Rockingham, NC",Micropolitan Statistical Area,Rockingham,3757260
40540,"Rock Springs, WY",Micropolitan Statistical Area,Rock Springs,5667235
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Rocky Mount,3757500
40620,"Rolla, MO",Micropolitan Statistical Area,Rolla,2962912
40660,"Rome, GA",Metropolitan Statistical Area,Rome,1366668
40700,"Roseburg, OR",Micropolitan Statistical Area,Roseburg,4163650
40740,"Roswell, NM",Micropolitan Statistical Area,Roswell,3564930
40780,"Russellville, AR",Micropolitan Statistical Area,Russellville,561670
40820,"Ruston, LA",Micropolitan Statistical Area,Ruston,2266655
40860,"Rutland, VT",Micropolitan Statistical Area,Rutland,5061225
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Arden-Arcade,602553
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Folsom,624638
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Rancho Cordova,659444
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Roseville,662938
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Sacramento,664000
40940,"Safford, AZ",Micropolitan Statistical Area,Safford,462000
40980,"Saginaw, MI",Metropolitan Statistical Area,Saginaw,2670520
41060,"St. Cloud, MN",Metropolitan Statistical Area,St. Cloud,2756896
41100,"St. George, UT",Metropolitan Statistical Area,St. George,4965330
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,St. Joseph,2964550
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Charles,2964082
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis,2965000
41220,"St. Marys, GA",Micropolitan Statistical Area,St. Marys,1367984
41400,"Salem, OH",Micropolitan Statistical Area,Salem,3969834
41420,"Salem, OR",Metropolitan Statistical Area,Salem,4164900
41460,"Salina, KS",Micropolitan Statistical Area,Salina,2062700
41500,"Salinas, CA",Metropolitan Statistical Area,Salinas,664224
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Salisbury,2469925
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Salt Lake City,4967000
41660,"San Angelo, TX",Metropolitan Statistical Area,San Angelo,4864472
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,New Braunfels,4850820
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,San Antonio,4865000
41740,"San Diego-Carlsbad, CA",Metropolitan Statistical Area,Carlsbad,611194
41740,"San Diego-Carlsbad, CA",Metropolitan Statistical Area,San Diego,666000
41760,"Sandpoint, ID",Micropolitan Statistical Area,Sandpoint,1672100
41780,"Sandusky, OH",Micropolitan Statistical Area,Sandusky,3970380
41820,"Sanford, NC",Micropolitan Statistical Area,Sanford,3759280
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Berkeley,606000
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Hayward,633000
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Oakland,653000
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Pleasanton,657792
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Redwood City,660102
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,San Francisco,667000
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,San Leandro,668084
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,San Rafael,668364
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,San Ramon,668378
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,South San Francisco,673262
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Walnut Creek,683346
41900,"San Germán, PR",Metropolitan Statistical Area,San Germán,7276167
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Cupertino,617610
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Milpitas,647766
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Mountain View,649670
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Palo Alto,655282
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,San Jose,668000
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Santa Clara,669084
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Sunnyvale,677000
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Caguas,7210334
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Carolina,7214290
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Guaynabo,7232522
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,San Juan,7276770
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Metropolitan Statistical Area,Arroyo Grande,602868
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Metropolitan Statistical Area,El Paso de Robles (Paso Robles),622300
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Metropolitan Statistical Area,San Luis Obispo,668154
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Santa Cruz,669112
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Watsonville,683668
42140,"Santa Fe, NM",Metropolitan Statistical Area,Santa Fe,3570500
42180,"Santa Isabel, PR",Micropolitan Statistical Area,Santa Isabel,7278145
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Barbara,669070
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Maria,669196
42220,"Santa Rosa, CA",Metropolitan Statistical Area,Santa Rosa,670098
42300,"Sault Ste. Marie, MI",Micropolitan Statistical Area,Sault Ste. Marie,2671740
42340,"Savannah, GA",Metropolitan Statistical Area,Savannah,1369000
42380,"Sayre, PA",Micropolitan Statistical Area,Sayre,4268096
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Scottsbluff,3144245
42460,"Scottsboro, AL",Micropolitan Statistical Area,Scottsboro,168736
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,Hazleton,4233408
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,Scranton,4269000
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,Wilkes-Barre,4285152
42620,"Searcy, AR",Micropolitan Statistical Area,Searcy,563020
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Auburn,5303180
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Bellevue,5305210
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Everett,5322640
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Kent,5335415
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Lakewood,5338038
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Redmond,5357535
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Renton,5357745
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Seattle,5363000
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Tacoma,5370000
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Sebastian,1264825
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Vero Beach,1274150
42700,"Sebring, FL",Metropolitan Statistical Area,Sebring,1264875
42740,"Sedalia, MO",Micropolitan Statistical Area,Sedalia,2966440
42780,"Selinsgrove, PA",Micropolitan Statistical Area,Selinsgrove,4269216
42820,"Selma, AL",Micropolitan Statistical Area,Selma,169120
42860,"Seneca, SC",Micropolitan Statistical Area,Seneca,4565095
