cbsa_fips,cbsa,sqmi,population_2005,density,age_total_young,age_total_old,age_total,age_pct_u18,age_pct_o64,nat_total,nat_foreign_born,nat_not_foreign_born,nat_native,nat_nativity,laus_lfpr,laus_pop,laus_lf,laus_emp,laus_unemp,access,city_age,r_1,r_2,st_cap,mfg_lq_gmp,mfg_lq_emp,charitable_assets,intermodal_freight,enplanements,hist_bldgs,hist_strct,hist_sites,hist_objct,hist_dists,hist_registry_total,city_peak_yr,city_peak_pop,city_decades_since_peak,city_pop_2010,city_decline_since_peak,pctchg_00_05,vacancy_msa,vacancy_city,pct_prewar_city,pct_prewar_msa,total_units_2005,hud_units_2005,pct_ph,med_val_cbsa,med_val_city,prop_crimes_per100k,prop_crimes_burglary,prop_crimes_larceny,prop_crimes_moto_theft,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_total_in_poverty,pov_total,pov_poverty_rate,gini,total_bridges_2005,bad_bridges_2005,pct_deficient,npl_sites,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus,edu_total_bach,edu_total_mast,edu_total_prof,edu_total_doct,edu_total_nohs,edu_total_degr,edu_total_ov25,enplane_per_cap,chartbl_per_cap,r1_per_cap,r2_per_cap,r_univ_per_cap,freight_sqmi,ln_hist_bldg,ln_hist_registry
14860,"Bridgeport-Stamford-Norwalk, CT",653.4509,897653,1373.7115,226214,117163,882567,0.2563,0.1328,324232,15953,308279,228399,0.9508,0.5033,897653,451803,431973,19830,79.6577,110,0,0,0,1.24,0.95,2111189817,5,0,11,16,1,1,10,39,1950,158709,6,144229,0.0912,0.0171,0.0449,0.0747,0.3064,0.2115,339466,10951,0.0323,417800,107700,2222.908,3402,14010,2542,7.28,17.9,13.4,59689,865257,0.069,0.5443,823,0,0,2,0.0031,0.1563,0.3985,137383,72545,20876,6870,93235,237674,596371,0,2351.8997,0,0,0,0.0077,2.3979,3.6636
15180,"Brownsville-Harlingen, TX",1010.1153,373429,369.6895,113295,37375,335227,0.338,0.1115,97267,1893,95374,79944,0.9805,0.3755,373429,140218,129543,10675,37.0767,40,0,0,0,0.69,0.63,10735121,7,505969,0,1,0,0,0,1,2010,175023,0,175023,0,0.114,0.1871,0.098,0.0373,0.0433,119654,3452,0.0288,82500,49400,5086.643,3740,14297,958,7.15,25.4,33.6,109288,330649,0.3305,0.4899,317,0,0,0,0,0.4475,0.1336,15785,5490,2955,755,83716,24985,187064,1.3549,28.7474,0,0,0,0.0069,-Inf,0
15260,"Brunswick, GA",1394.2418,101532,72.8224,24295,12519,93044,0.2611,0.1345,36846,1374,35472,25568,0.9627,0.5093,101532,51706,49267,2439,26.6452,0,0,0,0,0.73,0.53,16082464,2,37269,2,0,2,0,2,6,1960,21703,5,15383,0.2912,0.0912,0.1787,0.1247,0.1875,0.0551,44861,1012,0.0226,136300,61500,4485.2854,1055,3239,260,9.0367,28.8333,19.7667,14376,91946,0.1564,0.4954,192,14,0.0729,4,0.0029,0.2052,0.1967,7505,2795,1365,347,12528,12012,61066,0.3671,158.398,0,0,0,0.0014,0.6931,1.7918
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1583.4645,1148563,725.3481,284787,185142,1170111,0.2434,0.1582,468719,23452,445267,301941,0.95,0.5084,1148563,583969,553310,30659,75.3744,150,1,0,0,1.37,1.12,1011595749,22,2436952,13,8,1,0,2,24,1950,580132,6,261310,0.5496,-0.0184,0.0838,0.157,0.5768,0.3147,511583,15946,0.0312,135000,58800,3039.4502,7564,23994,3352,8.11,26.75,11.8,135192,1138205,0.1188,0.4619,1163,0,0,6,0.0038,0.1704,0.2321,107825,52983,14606,6730,133754,182144,784829,2.1217,880.749,0,0,0,0.0139,2.5649,3.1781
15500,"Burlington, NC",434.0888,139311,320.9275,31154,18464,130800,0.2382,0.1412,51584,2282,49302,35526,0.9558,0.4932,139311,68710,64582,4128,16.1791,0,0,0,0,1.75,1.81,19073365,0,0,5,1,0,0,1,7,2010,49963,0,49963,0,0.0651,0.0699,0.0658,0.1169,0.098,55463,1449,0.0261,145500,94600,4095.154,1491,3935,279,8.94,28.8,18.5,14183,127368,0.1114,0.4594,240,0,0,0,0,0.2345,0.1919,11993,3168,908,560,20316,16629,86635,0,136.9121,0,0,0,0,1.6094,1.9459
15540,"Burlington-South Burlington, VT",1502.6371,206637,137.5162,48984,19634,198889,0.2463,0.0987,75978,5425,70553,49316,0.9286,0.5682,206637,117420,113534,3886,82.6002,0,0,1,0,1.06,1.27,74996334,3,690641,5,18,3,0,3,29,2010,42417,0,42417,0,0.039,0.0815,0.0311,0.3877,0.2363,82718,2085,0.0252,261700,127600,3161.0989,1433,4858,241,7.06,23.4333,13.7,16803,191078,0.0879,0.4488,323,4,0.0124,2,0.0013,0.1149,0.3484,27512,11359,3227,2127,14589,44225,126932,3.3423,362.9376,0,0,0,0.002,1.6094,3.3673
15940,"Canton-Massillon, OH",978.3371,405168,414.1395,101188,61138,406934,0.2487,0.1502,159442,5986,153456,110895,0.9625,0.5048,405168,204520,191042,13478,29.7743,100,0,0,0,2.02,1.81,248673630,5,0,4,0,2,0,4,10,1950,116912,6,73007,0.3755,-0.0043,0.0623,0.0849,0.4289,0.2414,170040,4953,0.0291,126300,66400,3691.3083,3546,10358,1052,8.37,30.2,12.3,37110,396977,0.0935,0.4418,602,0,0,2,0.002,0.1681,0.1732,31233,10483,4305,1151,45786,47172,272431,0,613.7544,0,0,0,0.0051,1.3863,2.3026
15980,"Cape Coral-Fort Myers, FL",890.2919,555029,623.4236,86388,112111,440888,0.1959,0.2543,188599,6202,182397,127611,0.9671,0.4914,555029,272752,263972,8780,27.4974,20,0,0,0,0.22,0.29,81621835,4,3701665,0,0,1,0,1,2,2010,154305,0,154305,0,0.2589,0.2315,0.107,0.0023,0.0108,245405,2805,0.0114,190200,106500,3347.3927,4875,11341,2363,8.16,24.9,27.9,42316,435087,0.0973,0.4786,346,0,0,0,0,0.1771,0.211,44193,15624,6977,2359,58020,69153,327672,6.6693,147.0587,0,0,0,0.0045,-Inf,0.6931
16180,"Carson City, NV",157.1093,55982,356.3253,12271,7837,52457,0.2339,0.1494,20171,709,19462,13256,0.9649,0.4859,55982,27201,25967,1234,25.1074,10,0,0,1,0.82,0.98,14921298,0,0,2,5,0,0,0,7,2010,55274,0,55274,0,0.0672,0.0522,0.0522,0.0192,0.0192,21283,221,0.0104,217400,136300,2588.332,386,948,115,7.63,23.7,20.1,4923,49156,0.1002,0.4509,0,0,NaN,0,0,0.1753,0.1847,4265,1482,632,260,6304,6639,35953,0,266.5374,0,0,0,0,0.6931,1.9459
16220,"Casper, WY",5367.6376,69922,13.0266,17300,8424,66533,0.26,0.1266,26819,1163,25656,17747,0.9566,0.5595,69922,39124,37778,1346,27.5647,30,0,0,0,0.3,0.49,148478547,1,88731,3,2,3,0,0,8,2010,55316,0,55316,0,0.0509,0.1025,0.0699,0.1255,0.1112,29882,505,0.0169,198600,83100,4740.9971,687,2497,131,7.2,25,12.1,7695,65011,0.1184,0.4325,138,0,0,1,2e-4,0.1174,0.2002,5719,1838,797,184,5006,8538,42656,1.269,2123.4883,0,0,0,2e-4,1.0986,2.0794
16300,"Cedar Rapids, IA",2016.8498,247265,122.5996,60220,30566,237230,0.2538,0.1288,94059,5324,88735,62689,0.9434,0.5585,247265,138103,132080,6023,47.9562,80,0,0,0,1.19,1.58,338003678,7,501351,6,15,1,1,1,24,2010,126326,0,126326,0,0.0423,0.0504,0.0463,0.2207,0.2426,99054,1244,0.0126,149400,92900,3213.9607,1446,6100,401,6.2167,27.8333,10.4333,15268,230334,0.0663,0.4272,1078,0,0,1,5e-4,0.1018,0.2491,28448,7130,2148,691,15707,38417,154239,2.0276,1366.9694,0,0,0,0.0035,1.7918,3.1781
16580,"Champaign-Urbana, IL",1921.9266,221400,115.1969,45605,22763,210275,0.2169,0.1083,82711,6940,75771,47938,0.9161,0.5307,221400,117505,112646,4859,98.386,40,1,0,0,0.88,0.93,26535888,3,132077,1,2,1,1,1,6,2010,81055,0,81055,0,0.0529,0.0616,0.052,0.1353,0.1706,88138,1417,0.0161,148600,89500,2440.3794,1659,3554,190,7.3567,27.0333,16.7333,28215,194472,0.1451,0.4971,1239,0,0,1,5e-4,0.0962,0.3454,21112,12861,2616,5281,11666,41870,121234,0.5966,119.855,0,0,0,0.0016,0,1.7918
16620,"Charleston, WV",1756.7656,229041,130.3765,51207,37914,235938,0.217,0.1607,100537,4265,96272,66328,0.9576,0.4517,229041,103457,98348,5109,48.4208,80,0,0,1,0.58,0.42,140016990,2,317093,0,1,0,0,1,2,1960,85796,5,51400,0.4009,-0.0292,0.0877,0.0968,0.2513,0.1493,110199,3716,0.0337,105100,100800,5584.1531,3022,8578,1190,8.7867,32.8333,17.0333,36774,232981,0.1578,0.4719,761,0,0,0,0,0.2233,0.1863,18664,7637,3329,1039,36769,30669,164636,1.3844,611.3185,0,0,0,0.0011,-Inf,0.6931
16700,"Charleston-North Charleston, SC",2830.9819,598313,211.3447,141342,56910,549033,0.2574,0.1037,207957,12598,195359,141405,0.9394,0.4942,598313,295680,279790,15890,52.2058,120,0,0,0,0.97,0.74,107798822,19,1072182,22,21,6,0,9,58,2010,120083,0,120083,0,0.0898,0.1074,0.0846,0.1786,0.059,232985,5109,0.0219,207500,137800,4330.5093,5306,17647,2957,9.5567,30.0333,18.0333,74504,531170,0.1403,0.4712,686,0,0,2,7e-4,0.187,0.2503,56578,19852,7062,3286,64818,86778,346710,1.792,180.1713,0,0,0,0.0067,3.091,4.0604
16740,"Charlotte-Concord-Gastonia, NC-SC",5176.7221,1934168,373.6279,437077,179528,1717372,0.2545,0.1045,658711,43500,615211,458628,0.934,0.5172,1934168,1000379,946471,53908,44.5304,80,0,0,0,1,0.99,3997749138,27,14009608,43,2,4,1,23,73,2010,731424,0,731424,0,0.1262,0.0685,0.065,0.0398,0.0641,707177,12432,0.0176,177000,131500,3991.8973,20176,47524,9510,8.983,28.6,17.06,159865,1682606,0.095,0.4761,2697,0,0,11,0.0021,0.2034,0.249,201821,56082,16981,6053,229492,280937,1128481,7.2432,2066.9089,0,0,0,0.0052,3.7612,4.2905
16820,"Charlottesville, VA",2240.3328,204975,91.4931,42046,23291,189644,0.2217,0.1228,72899,5028,67871,46599,0.931,0.5067,204975,103869,100541,3328,85.2221,0,1,0,0,0.43,0.45,401931739,0,198133,64,2,0,5,0,71,2010,43475,0,43475,0,0.0808,0.0906,0.0421,0.1839,0.1171,80159,966,0.0121,267800,117800,2392.9748,667,3917,321,8.0767,26.9,18.7833,21704,177848,0.122,0.4727,646,25,0.0387,3,0.0013,0.1916,0.3562,23053,12076,4467,3955,23427,43551,122256,0.9666,1960.8818,0,0,0,0,4.1589,4.2627
16860,"Chattanooga, TN-GA",2138.125,499564,233.6458,113313,64169,476531,0.2378,0.1347,189607,7981,181626,132261,0.9579,0.5029,499564,251219,239142,12077,31.3088,90,0,0,0,1.39,1.43,736952335,16,249396,3,9,2,0,11,25,1980,169514,3,167674,0.0109,0.0483,0.0766,0.0917,0.1336,0.0877,205343,5957,0.029,152600,83300,4627.2349,4495,16607,2014,10.1633,29.2667,14.8167,55863,466041,0.1199,0.471,1020,0,0,3,0.0014,0.2328,0.1945,41289,13746,4969,2113,74359,62117,319401,0.4992,1475.191,0,0,0,0.0075,1.0986,3.2189
16940,"Cheyenne, WY",2683.1361,85732,31.9522,21023,9351,81607,0.2576,0.1146,31927,1522,30405,21600,0.9523,0.4824,85732,41359,39658,1701,27.4761,20,0,0,1,1.95,0.35,53625939,2,15127,2,0,0,0,0,2,2010,59466,0,59466,0,0.0505,0.0668,0.0613,0.1516,0.1336,34213,604,0.0177,202800,100400,3656.7443,377,2624,134,9.4,24.2,14.3,7104,78087,0.091,0.4118,237,0,0,1,4e-4,0.1087,0.2345,8146,2853,1136,303,5766,12438,53041,0.1764,625.5067,0,0,0,7e-4,0.6931,0.6931
16980,"Chicago-Naperville-Elgin, IL-IN-WI",7295.0397,9276302,1271.5903,2447345,990487,9098316,0.269,0.1089,3280055,216764,3063291,2232273,0.9339,0.5065,9276302,4698563,4422922,275641,83.4475,150,3,3,0,0.98,1.08,16337036707,140,45121638,29,14,9,2,10,64,1950,3620962,6,2695598,0.2556,0.0196,0.0526,0.0789,0.38,0.2089,3462197,96040,0.0277,222600,144300,1846.7165,32808,111609,26890,7.2664,26.9286,14.8714,934512,8928080,0.1047,0.483,4924,0,0,20,0.0027,0.1888,0.2896,1059831,426939,136966,55570,1094395,1679306,5797925,4.8642,1761.1583,0,0,0,0.0192,3.3673,4.1589
17020,"Chico, CA",1675.4402,214752,128.1765,48767,32056,203171,0.24,0.1578,79566,3828,75738,49386,0.9519,0.4578,214752,98309,91677,6632,64.1278,10,0,0,0,0.43,0.52,2726572,0,17811,0,1,0,0,0,1,2010,86187,0,86187,0,0.057,0.0697,0.0373,0.097,0.0804,85523,1099,0.0129,238200,138600,3415.5677,2235,3756,1344,5.7,25.1,16.3,39148,197816,0.1979,0.4868,427,0,0,3,0.0018,0.1774,0.2184,18826,5417,2156,1275,22477,27674,126736,0.0829,12.6964,0,0,0,0,-Inf,0
17140,"Cincinnati, OH-KY-IN",4235.872,2054879,485.1136,528019,233295,1994830,0.2647,0.1169,774151,44727,729424,521546,0.9422,0.5299,2054879,1088914,1029587,59327,53.945,160,1,1,0,1.36,1.17,1423297653,31,11277068,41,24,4,4,20,93,1950,503998,6,296945,0.4108,0.0301,0.0645,0.1079,0.4002,0.1981,827548,24139,0.0292,158800,93200,3595.2969,14808,52762,6309,7.7873,29.3,14.5333,185842,1949894,0.0953,0.4667,3015,18,0.006,6,0.0014,0.1749,0.249,206509,78101,21973,11634,223584,318217,1278051,5.4879,692.643,0,0,0,0.0073,3.7136,4.5326
17300,"Clarksville, TN-KY",1748.1231,237633,135.9361,61674,19642,219630,0.2808,0.0894,78402,3732,74670,58081,0.9524,0.4128,237633,98089,92604,5485,42.0299,30,0,0,0,1.53,1.19,912007,3,0,3,0,3,3,2,11,2010,132929,0,132929,0,0.082,0.0888,0.0767,0.0313,0.053,86047,1948,0.0226,144300,83500,3139.2946,1956,5070,434,9.3233,29.6,16.5333,24454,208911,0.1171,0.4293,486,0,0,0,0,0.1873,0.1664,13744,5354,1677,702,24172,21477,129064,0,3.8379,0,0,0,0.0017,1.0986,2.3979
17420,"Cleveland, TN",773.9112,109410,141.3728,24458,12620,104015,0.2351,0.1213,40729,1529,39200,29410,0.9625,0.4886,109410,53462,50605,2857,14.7746,0,0,0,0,2.54,2.08,1617462,2,0,1,1,0,1,2,5,2010,41285,0,41285,0,0.0519,0.0783,0.0848,0.0681,0.063,44189,1133,0.0256,146100,96400,3511.562,925,2633,284,9.24,29.45,15.95,12529,101460,0.1235,0.4668,329,0,0,0,0,0.2849,0.1455,6421,2442,720,348,19451,9931,68276,0,14.7835,0,0,0,0.0026,0,1.6094
17460,"Cleveland-Elyria, OH",2014.5192,2111699,1048.2397,544890,311579,2148143,0.2537,0.145,853165,47282,805883,560570,0.9446,0.5107,2111699,1078484,1023398,55086,63.371,140,1,0,0,1.29,1.36,3808000360,39,5529629,11,19,2,1,12,45,1950,914808,6,396815,0.5662,-0.017,0.0639,0.1168,0.4927,0.2426,911356,30935,0.0339,142400,71100,3037.2226,15891,38744,9502,7.55,28.16,12.86,226498,2105449,0.1076,0.4826,1881,0,0,3,0.0015,0.1701,0.2389,218484,80515,32664,11440,244247,343103,1436037,2.6186,1803.2875,0,0,0,0.0194,2.3979,3.8067
17660,"Coeur d'Alene, ID",1305.5619,125972,96.4887,29500,13345,108685,0.2714,0.1228,41308,1461,39847,29668,0.9646,0.5333,125972,67178,64151,3027,28.4889,0,0,0,0,0.61,0.84,7510812,0,0,1,2,1,0,1,5,2010,44137,0,44137,0,0.1591,0.1137,0.0632,0.1357,0.0736,46607,455,0.0098,212900,105300,3449.973,911,3079,356,5.8,24,14.6,11229,107271,0.1047,0.4392,124,0,0,1,8e-4,0.127,0.1908,9117,2725,1170,319,8877,13331,69872,0,59.6229,0,0,0,0,0,1.6094
17780,"College Station-Bryan, TX",2135.4707,203500,95.2951,41673,15590,184885,0.2254,0.0843,67744,4729,63015,39317,0.9302,0.5055,203500,102867,98487,4380,76.2375,20,1,0,0,0.72,0.57,28099397,2,87484,0,0,0,0,1,1,2010,93857,0,93857,0,0.1007,0.0979,0.0523,0.0105,0.0436,75094,1132,0.0151,159300,114000,4350.86,2265,6213,376,7.9333,27.5,29.8667,43473,171169,0.254,0.5073,514,0,0,0,0,0.2135,0.3148,15766,7340,1461,4307,19579,28874,91713,0.4299,138.0806,0,0,0,9e-4,-Inf,0
17820,"Colorado Springs, CO",2686.6951,587778,218.7736,147802,46327,537484,0.275,0.0862,200402,11719,188683,139754,0.9415,0.5136,587778,301904,286044,15860,64.7267,50,0,0,0,0.71,0.54,668233767,4,1025481,3,6,0,0,4,13,2010,416427,0,416427,0,0.0936,0.0582,0.0482,0.077,0.074,212790,2013,0.0095,239100,143300,4082.834,4652,17131,2215,10.085,18.85,17.05,41414,521555,0.0794,0.4331,607,0,0,0,0,0.0863,0.3175,67683,29798,5217,3571,28881,106269,334660,1.7447,1136.8812,0,0,0,0.0015,1.0986,2.5649
17860,"Columbia, MO",690.4915,148786,215.4784,30902,11639,135454,0.2281,0.0859,53094,4700,48394,31391,0.9115,0.5762,148786,85727,82672,3055,59.3826,40,1,0,0,0.54,0.51,34035001,2,22005,2,0,0,0,2,4,2010,108500,0,108500,0,0.0984,0.0632,0.062,0.0667,0.0679,56678,1105,0.0195,177800,110700,3114.5403,829,3534,271,8.3,28.7,16.2,18366,126458,0.1452,0.4759,323,0,0,0,0,0.1081,0.4173,18038,8025,3085,3369,8423,32517,77919,0.1479,228.7514,0,0,0,0.0029,0.6931,1.3863
17900,"Columbia, SC",3834.9192,699160,182.3141,162384,68234,647158,0.2509,0.1054,245347,14940,230407,167078,0.9391,0.5082,699160,355320,335004,20316,43.0911,80,1,0,1,0.83,0.84,71344138,6,725573,17,3,3,0,6,29,2010,129272,0,129272,0,0.0804,0.0888,0.0845,0.1233,0.0526,269244,6222,0.0231,145900,96800,3982.3502,5570,19694,2579,10.1733,30.4167,19.1333,76293,617437,0.1236,0.4586,1095,33,0.0301,6,0.0016,0.1786,0.2657,72397,25878,7463,4193,73925,109931,413813,1.0378,102.0426,0,0,0,0.0016,2.8332,3.3673
17980,"Columbus, GA-AL",1960.7726,286358,146.0435,75512,32208,281768,0.268,0.1143,103982,4541,99441,72623,0.9563,0.4454,286358,127552,119930,7622,22.9173,70,0,0,0,0.8,0.81,199354945,3,50889,7,2,0,0,2,11,2010,189885,0,189885,0,0.0163,0.1016,0.0835,0.072,0.0713,115747,4342,0.0375,140800,83200,5573.0938,3325,10757,1877,9.43,31.06,20.22,42042,266588,0.1577,0.4876,569,23,0.0404,0,0,0.2336,0.1831,19719,8683,2620,701,40462,31723,173237,0.1777,696.1738,0,0,0,0.0015,1.9459,2.3979
18020,"Columbus, IN",409.1553,73660,180.0294,18951,8652,71435,0.2653,0.1211,27936,1194,26742,20067,0.9573,0.5076,73660,37388,35576,1812,24.6885,0,0,0,0,3.85,3.52,76866405,0,0,2,2,0,0,0,4,2010,44061,0,44061,0,0.0311,0.0642,0.0686,0.1546,0.1511,29853,924,0.031,139400,104000,3938.3655,335,2435,131,7.05,29.1,14.4,5164,70268,0.0735,0.4324,265,0,0,1,0.0024,0.1622,0.2203,6416,3118,563,282,7640,10379,47109,0,1043.5298,0,0,0,0,0.6931,1.3863
18140,"Columbus, OH",4844.9955,1791126,369.6858,429515,169742,1675013,0.2564,0.1013,659945,48644,611301,428767,0.9263,0.5339,1791126,956304,903747,52557,48.324,130,1,0,1,0.76,0.83,411427473,28,3316400,18,19,3,0,6,46,2010,787033,0,787033,0,0.0693,0.0655,0.0784,0.1407,0.1525,706212,21008,0.0297,166600,99100,4631.1091,21159,52012,9778,7.811,29.59,11.6,163083,1627174,0.1002,0.4584,3299,0,0,3,6e-4,0.146,0.2757,198211,63554,21629,11931,156371,295325,1071236,1.8516,229.7033,0,0,0,0.0058,2.8904,3.8286
18580,"Corpus Christi, TX",1872.1617,416308,222.3675,115341,46481,403280,0.286,0.1153,141590,5260,136330,103327,0.9629,0.4734,416308,197063,185980,11083,44.0853,70,0,0,0,2.26,0.61,112408621,14,417022,1,0,0,0,0,1,2010,305215,0,305215,0,0.0323,0.1192,0.0838,0.0426,0.0438,160753,5549,0.0345,121600,70500,6302.5452,4819,20237,1182,8.9433,26.7667,25.0333,72330,396082,0.1826,0.4656,678,0,0,1,5e-4,0.2609,0.1773,28294,10115,3890,1507,64468,43806,247127,1.0017,270.0131,0,0,0,0.0075,0,0
18700,"Corvallis, OR",676.8692,80943,119.5844,16658,8026,78153,0.2131,0.1027,30145,2197,27948,18244,0.9271,0.5179,80943,41922,39870,2052,86.0024,0,1,0,0,2.59,1.19,32545233,0,0,0,2,0,0,0,2,2010,54462,0,54462,0,0.0357,0.0574,0.0612,0.0944,0.0941,31980,230,0.0072,288700,154700,3739.6687,418,2447,162,4.87,22,23.9,10665,73237,0.1456,0.4869,169,0,0,1,0.0015,0.0688,0.4739,11969,6215,893,2607,3149,21684,45758,0,402.0759,0,0,0,0,-Inf,0.6931
18880,"Crestview-Fort Walton Beach-Destin, FL",2144.7498,233437,108.8411,50928,27087,211099,0.2413,0.1283,82817,3861,78956,57618,0.9534,0.5334,233437,124514,121022,3492,20.9025,0,0,0,0,0.48,0.48,13230057,0,388778,0,0,0,0,1,1,1990,21471,2,19507,0.0915,0.1058,0.2309,0.0607,0.0088,0.0163,107676,896,0.0083,199500,87300,2303.8336,1081,3909,388,8.08,24.85,23.25,20139,203485,0.099,0.4472,340,0,0,0,0,0.1444,0.226,19756,9542,1624,1010,20405,31932,141267,1.6655,56.6751,0,0,0,0,-Inf,0
19060,"Cumberland, MD-WV",756.2515,101172,133.7809,21737,17511,102008,0.2131,0.1717,40106,1282,38824,26604,0.968,0.4814,101172,48703,45836,2867,53.6348,0,0,0,0,0.86,1.14,5900429,0,0,3,2,0,0,0,5,1940,39483,7,20859,0.4717,-0.0082,0.1103,0.144,0.5286,0.337,45078,1525,0.0338,122400,60500,2493.773,582,1850,91,8.99,30.35,15.65,14041,95187,0.1475,0.435,292,0,0,2,0.0026,0.2,0.1344,5049,2852,776,683,13929,9360,69648,0,58.3208,0,0,0,0,1.0986,1.6094
19100,"Dallas-Fort Worth-Arlington, TX",9641.2654,5776543,599.1478,1460976,413625,5204126,0.2807,0.0795,1897576,134496,1763080,1314053,0.9291,0.5236,5776543,3024615,2866914,157701,34.2043,100,0,3,0,1.05,1.01,5159823722,41,31028403,5,7,1,0,3,16,2010,1197816,0,1197816,0,0.11,0.0594,0.0667,0.0572,0.0387,2017405,20025,0.0099,174500,87400,4746.022,60942,181844,31370,7.1354,27.4385,23.4923,550491,5117055,0.1076,0.4706,8475,0,0,5,5e-4,0.2002,0.2846,634547,202598,56794,26373,647436,920312,3234185,5.3714,893.2373,0,0,0,0.0043,1.6094,2.7726
19140,"Dalton, GA",637.7633,133885,209.929,33038,11498,120031,0.2752,0.0958,42671,1430,41241,32410,0.9665,0.4967,133885,66501,63337,3164,13.9695,0,0,0,0,3.53,3.83,5878729,2,0,2,2,0,0,0,4,2010,33128,0,33128,0,0.1154,0.0526,0.0528,0.0612,0.0438,45042,932,0.0207,116300,99600,4152.0708,1192,3916,451,7.19,30.35,20.6,14077,118987,0.1183,0.4568,213,0,0,0,0,0.376,0.1113,5302,2078,810,198,28337,8388,75373,0,43.9088,0,0,0,0.0031,0.6931,1.3863
19180,"Danville, IL",900.3702,82728,91.8822,20972,13425,83919,0.2499,0.16,33406,1088,32318,22313,0.9674,0.4572,82728,37822,35444,2378,50.586,0,0,0,0,1.99,1.9,29429278,4,0,0,1,0,0,0,1,1970,42570,4,33027,0.2242,-0.0142,0.081,0.1047,0.3417,0.3132,36349,1751,0.0482,75900,51800,4141.2823,1025,2275,126,9.01,28.1,10.3,10704,80600,0.1328,0.4384,481,0,0,1,0.0011,0.2126,0.1245,4625,1565,643,112,11857,6945,55778,0,355.7354,0,0,0,0.0044,-Inf,0
19340,"Davenport-Moline-Rock Island, IA-IL",2310.5338,372876,161.3809,94663,52284,376019,0.2518,0.139,149726,6929,142797,100280,0.9537,0.5425,372876,202279,193090,9189,35.2555,90,0,0,0,1.52,1.36,176855290,6,430992,4,6,0,0,3,13,1980,103264,3,99685,0.0347,-0.0084,0.0555,0.0538,0.2842,0.2683,158517,5373,0.0339,129500,78900,2280.1146,1742,6270,490,6.83,26.525,13.25,37194,367014,0.1013,0.4413,1034,31,0.03,0,0,0.1551,0.1991,33207,10738,3958,1208,38263,49111,246726,1.1559,474.3005,0,0,0,0.0026,1.3863,2.5649
19380,"Dayton, OH",1289.0089,804766,624.3293,198976,107285,805816,0.2469,0.1331,322978,16854,306124,213945,0.9478,0.5026,804766,404463,379186,25277,55.1857,120,0,0,0,1.35,1.29,608111113,9,1220130,9,6,5,0,2,22,1960,262332,5,141759,0.4596,-0.0013,0.0698,0.1282,0.3407,0.1659,347221,10600,0.0305,125800,66700,4054.9675,7244,21765,3624,7.6767,29.1667,11.6,79818,780341,0.1023,0.458,1348,0,0,9,0.007,0.1584,0.2347,75720,34368,8453,4729,83221,123270,525278,1.5161,755.6372,0,0,0,0.007,2.1972,3.091
19460,"Decatur, AL",1316.2657,148399,112.7424,37084,17903,145867,0.2542,0.1227,57140,1978,55162,41642,0.9654,0.483,148399,71679,68274,3405,9.7397,10,0,0,0,3.02,2.24,6144497,5,0,6,0,0,0,1,7,2010,55683,0,55683,0,0.0174,0.0843,0.0888,0.0592,0.0516,62397,1607,0.0258,121000,88700,3669.8361,1195,3956,295,8.99,33.55,17.15,18747,144200,0.13,0.4519,463,67,0.1447,1,8e-4,0.2621,0.1581,10446,3595,829,343,25219,15213,96225,0,41.4052,0,0,0,0.0038,1.7918,1.9459
19500,"Decatur, IL",585.2546,111083,189.8029,28171,17481,114706,0.2456,0.1524,46561,1945,44616,30960,0.9582,0.4756,111083,52836,49634,3202,43.7303,80,0,0,0,2.54,2.19,158648531,5,11686,0,0,0,0,0,0,1980,93939,3,76122,0.1897,-0.0316,0.0732,0.0847,0.2191,0.2135,50241,2053,0.0409,95900,60600,3404.6614,1314,2245,223,9.43,28.7,10.9,14316,111072,0.1289,0.471,343,0,0,0,0,0.1683,0.1692,8548,2808,970,396,12652,12722,75195,0.1052,1428.1981,0,0,0,0.0085,-Inf,-Inf
19660,"Deltona-Daytona Beach-Ormond Beach, FL",1775.8324,563305,317.2062,98787,112080,493175,0.2003,0.2273,206017,6984,199033,135747,0.9661,0.4876,563305,274669,264295,10374,31.9076,10,0,0,0,0.53,0.62,21378993,3,297565,0,2,3,0,9,14,2010,85182,0,85182,0,0.1422,0.1285,0.0576,0.003,0.033,236390,2973,0.0126,156900,82000,3088.0251,4341,11235,1819,7.81,23.6,22.7,54194,478747,0.1132,0.4557,301,0,0,1,6e-4,0.1755,0.1803,41816,14559,5507,2270,62435,64152,355841,0.5282,37.9528,0,0,0,0.0017,-Inf,2.6391
19740,"Denver-Aurora-Lakewood, CO",8394.646,2332749,277.8853,557569,194064,2157756,0.2584,0.0899,844017,68205,775812,541211,0.9192,0.5634,2332749,1314305,1246648,67657,66.6042,120,1,2,1,0.48,0.59,4637049496,25,20799886,14,20,5,0,11,50,2010,600158,0,600158,0,0.0811,0.0437,0.0485,0.245,0.0906,882552,15573,0.0176,317100,160100,4448.2282,18995,65599,19172,9.666,18.33,16.44,170649,2129796,0.0801,0.4561,2093,4,0.0019,12,0.0014,0.1348,0.3415,324464,110420,33283,13941,190318,482108,1411535,8.9165,1987.8047,0,0,0,0.003,2.6391,3.912
