cbsa_fips,cbsa,clusterz_13,clusterz_11,clusterz_21,clusterz_17,clusterm_13,clusterm_11,clusterm_21,clusterm_17,density,age_pct_u18,age_pct_o64,nat_nativity,laus_lfpr,access,city_age,r1_per_100k,st_cap,mfg_lq_gmp,chartbl_per_cap,freight_sqmi,enplane_per_cap,hist_bldgs,city_decades_since_peak,city_decline_since_peak,pctchg_00_05,vacancy_msa,pct_prewar_city,pct_ph,med_val_cbsa,prop_crimes_per100k,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_poverty_rate,gini,pct_deficient,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus
48260,"Weirton-Steubenville, WV-OH",5,2,10,6,5,5,6,6,215.7396,0.2108,0.1851,0.9712,0.4514,54.6197,0,0,0,1.72,73.8469,0.0034,0,1,5,0.2998,-0.0344,0.0791,0.1471,0.0322,89400,1801.2929,7.9633,31.5667,14.6667,0.1346,0.4363,0,0.0017,0.1841,0.1207
48300,"Wenatchee, WA",3,3,4,4,4,4,9,4,21.4054,0.2846,0.1349,0.9696,0.5748,64.6989,0,0,0,0.43,79.5839,4e-4,0.3775,0,0,0,0.0418,0.1523,0.1817,0.0097,245800,4115.3537,5.2,23.7,16.85,0.1308,0.4319,0,0,0.2113,0.2004
48540,"Wheeling, WV-OH",5,2,6,6,5,5,6,6,155.4476,0.2187,0.1792,0.969,0.4584,48.7659,90,0,0,0.82,230.5741,0,0,0,8,0.538,-0.0244,0.1007,0.4942,0.0471,101400,1844.2431,8.65,30.4667,16,0.1542,0.4676,0,0.0021,0.1875,0.1464
48620,"Wichita, KS",4,4,11,10,4,4,4,4,118.1831,0.281,0.1212,0.9502,0.5226,20.6293,100,0,0,2.79,438.1997,0.0024,1.2049,1,0,0,0.0283,0.0767,0.1201,0.0182,129300,3806.4971,7.41,28.48,12.08,0.0916,0.4468,0,0.001,0.1462,0.2419
48660,"Wichita Falls, TX",1,1,1,1,1,1,1,1,56.494,0.2531,0.1301,0.962,0.4912,55.8272,60,0,0,1.5,1457.2827,0,0.3208,0,0,0,-0.0025,0.0974,0.1168,0.0298,94500,5689.6369,7.1933,26.9333,22.7,0.127,0.4587,0.0191,0,0.2,0.1924
48700,"Williamsport, PA",5,2,6,6,5,5,12,11,94.6224,0.2331,0.1604,0.9622,0.5045,68.4582,0,0,0,1.9,43.4366,8e-4,0.2622,1,8,0.3575,-0.0209,0.1041,0.5888,0.0211,147400,2171.3605,6.86,25.7,10.9,0.1154,0.4285,0,8e-4,0.1942,0.1506
48900,"Wilmington, NC",6,5,7,7,4,4,4,4,209.4856,0.2141,0.1308,0.9316,0.5189,24.3729,20,0,0,1.01,420.4829,0.0018,1.4704,3,0,0,0.1465,0.1611,0.1178,0.0205,213500,6468.6852,8.97,26.25,19.65,0.1316,0.4901,0,9e-4,0.1569,0.2731
49020,"Winchester, VA-WV",1,1,1,1,1,1,1,1,110.3172,0.2505,0.1231,0.9542,0.5212,37.8407,0,0,0,1.7,229.5761,0,0,11,0,0,0.1442,0.1117,0.2077,0.0049,216500,2436.2097,7.68,28.6667,17.2333,0.0986,0.4202,0,9e-4,0.2361,0.1826
49180,"Winston-Salem, NC",6,5,7,7,4,4,4,4,295.5477,0.2409,0.1275,0.952,0.5132,30.8702,80,0,0,2.36,3061.6492,0.0039,0,24,0,0,0.059,0.0722,0.088,0.0194,145000,3238.0289,8.944,28.44,18.32,0.1041,0.4765,0,0,0.222,0.2109
49340,"Worcester, MA-CT",2,2,2,2,3,3,3,3,427.6937,0.2556,0.1295,0.9501,0.5123,58.9911,130,0,0,1.38,722.0529,0.0081,0,38,6,0.1103,0.0428,0.0498,0.4326,0.0388,250400,1593.5984,7.46,25.3,10.3,0.0915,0.4511,0,0.0029,0.1703,0.2592
49420,"Yakima, WA",8,7,13,12,7,1,10,9,53.162,0.3179,0.112,0.9717,0.5143,42.7027,20,0,0,0.83,62.8987,2e-4,0.2542,2,0,0,0.0269,0.0654,0.1546,0.0158,163500,7132.6071,6.4,29.2,16.9,0.1967,0.4435,0,7e-4,0.3134,0.153
49620,"York-Hanover, PA",5,2,6,6,5,5,16,11,449.6728,0.2462,0.1349,0.9577,0.5352,34.5427,80,0,0,1.83,357.5716,0.0099,0,4,6,0.2708,0.0716,0.0542,0.5789,0.0127,170300,2437.7484,8.12,28.7,11.5,0.0675,0.4156,0,0.0055,0.193,0.1838
49660,"Youngstown-Warren-Boardman, OH-PA",5,2,6,6,5,5,6,6,335.3684,0.2391,0.1707,0.9645,0.4814,28.1454,100,0,0,2.09,456.4158,0.004,0,4,8,0.606,-0.0311,0.0717,0.3621,0.0319,103100,3606.6769,8.6333,28.4667,11.0667,0.1149,0.4532,0,0.0023,0.1744,0.1631
49700,"Yuba City, CA",8,7,13,12,7,1,10,9,123.8966,0.2987,0.1162,0.9688,0.4236,45.5401,0,0,0,0.49,0.6335,8e-4,0,0,0,0,0.1143,0.0665,0.0537,0.0194,223700,3789.7697,6.32,25.95,18.45,0.1781,0.4403,0,0,0.2751,0.1322
49740,"Yuma, AZ",8,7,13,12,9,7,13,12,32.3816,0.2891,0.1653,0.9781,0.4254,52.8972,20,0,0,0.45,33.7139,4e-4,0.3681,0,0,0,0.1174,0.2737,0.0247,0.0084,117000,3817.3318,5.8,25.7,19.7,0.1923,0.4443,0,2e-4,0.3419,0.1184
